,object1,object2,
111,4.022838308,-542.854187,542.854187
112,3.989747438,-533.9233398,533.9233398
113,3.864713601,-314.2229309,314.2229309
114,4.022838308,-542.854187,542.854187
115,3.989747438,-533.9233398,533.9233398
116,3.864713601,-314.2229309,314.2229309
117,3.989747438,-533.9233398,533.9233398
118,3.989747438,-533.9233398,533.9233398
119,3.989747438,-533.9233398,533.9233398
120,3.864713601,-314.2229309,314.2229309
121,3.989887063,-534.4333496,534.4333496
122,3.989747438,-533.9233398,533.9233398
123,3.989747438,-533.9233398,533.9233398
124,3.989887063,-534.4333496,534.4333496
125,3.989747438,-533.9233398,533.9233398
126,3.864713601,-314.2229309,314.2229309
127,3.989747438,-533.9233398,533.9233398
128,3.989747438,-533.9233398,533.9233398
129,3.989747438,-533.9233398,533.9233398
130,3.989747438,-533.9233398,533.9233398
131,3.989747438,-533.9233398,533.9233398
132,3.989747438,-533.9233398,533.9233398
133,3.890007722,-378.4527588,378.4527588
134,3.989747438,-533.9233398,533.9233398
135,3.989747438,-533.9233398,533.9233398
136,3.989747438,-533.9233398,533.9233398
137,3.989747438,-533.9233398,533.9233398
138,3.989887063,-534.4333496,534.4333496
139,4.055789307,-551.1533203,551.1533203
140,3.989747438,-533.9233398,533.9233398
141,4.055789307,-551.1533203,551.1533203
142,4.022838308,-542.854187,542.854187
143,3.989887063,-534.4333496,534.4333496
144,3.989747438,-533.9233398,533.9233398
145,3.973271816,-529.6859741,529.6859741
146,3.995425506,-536.008606,536.008606
147,4.055789307,-551.1533203,551.1533203
148,3.989747438,-533.9233398,533.9233398
149,3.989747438,-533.9233398,533.9233398
150,4.055789307,-551.1533203,551.1533203
151,3.989747438,-533.9233398,533.9233398
152,3.989747438,-533.9233398,533.9233398
153,3.973271816,-529.6859741,529.6859741
154,3.989747438,-533.9233398,533.9233398
155,3.864713601,-314.2229309,314.2229309
156,4.055789307,-551.1533203,551.1533203
157,4.055789307,-551.1533203,551.1533203
158,3.989747438,-533.9233398,533.9233398
159,3.989887063,-534.4333496,534.4333496
160,3.989887063,-534.4333496,534.4333496
161,3.989747438,-533.9233398,533.9233398
162,4.055789307,-551.1533203,551.1533203
163,3.989747438,-533.9233398,533.9233398
164,3.989887063,-534.4333496,534.4333496
165,3.989887063,-534.4333496,534.4333496
166,3.989887063,-534.4333496,534.4333496
167,4.055789307,-551.1533203,551.1533203
168,3.989747438,-533.9233398,533.9233398
169,4.055789307,-551.1533203,551.1533203
170,3.973271816,-529.6859741,529.6859741
171,3.890007722,-378.4527588,378.4527588
172,3.989747438,-533.9233398,533.9233398
173,4.028376751,-544.4106445,544.4106445
174,4.022838308,-542.854187,542.854187
175,3.864713601,-314.2229309,314.2229309
176,3.989887063,-534.4333496,534.4333496
177,3.973271816,-529.6859741,529.6859741
178,4.055789307,-551.1533203,551.1533203
179,3.989747438,-533.9233398,533.9233398
180,3.989747438,-533.9233398,533.9233398
181,4.00622306,-538.1536865,538.1536865
182,3.97341144,-530.1997681,530.1997681
183,3.989747438,-533.9233398,533.9233398
184,3.989747438,-533.9233398,533.9233398
185,3.989887063,-534.4333496,534.4333496
186,3.989887063,-534.4333496,534.4333496
187,3.973271816,-529.6859741,529.6859741
188,3.989747438,-533.9233398,533.9233398
189,4.00622306,-538.1536865,538.1536865
190,3.989887063,-534.4333496,534.4333496
191,3.864713601,-314.2229309,314.2229309
192,3.989887063,-534.4333496,534.4333496
193,3.864713601,-314.2229309,314.2229309
194,3.989747438,-533.9233398,533.9233398
195,3.876617062,-377.2398682,377.2398682
196,3.989747438,-533.9233398,533.9233398
197,4.028376751,-544.4106445,544.4106445
198,3.995425506,-536.008606,536.008606
199,3.973271816,-529.6859741,529.6859741
200,3.864713601,-314.2229309,314.2229309
201,4.022838308,-542.854187,542.854187
202,3.989747438,-533.9233398,533.9233398
203,4.022838308,-542.854187,542.854187
204,3.989887063,-534.4333496,534.4333496
205,3.864713601,-314.2229309,314.2229309
206,3.989747438,-533.9233398,533.9233398
207,3.97341144,-530.1997681,530.1997681
208,4.03931393,-547.0236206,547.0236206
209,3.989747438,-533.9233398,533.9233398
210,3.989747438,-533.9233398,533.9233398
211,3.97341144,-530.1997681,530.1997681
212,3.989747438,-533.9233398,533.9233398
213,3.989747438,-533.9233398,533.9233398
214,3.973271816,-529.6859741,529.6859741
215,3.989747438,-533.9233398,533.9233398
216,3.995425506,-536.008606,536.008606
217,3.851230734,-312.435791,312.435791
218,3.864713601,-314.2229309,314.2229309
219,4.03931393,-547.0236206,547.0236206
220,3.989747438,-533.9233398,533.9233398
221,3.97341144,-530.1997681,530.1997681
222,4.03931393,-547.0236206,547.0236206
223,4.055789307,-551.1533203,551.1533203
224,3.989747438,-533.9233398,533.9233398
225,3.989747438,-533.9233398,533.9233398
226,3.995425506,-536.008606,536.008606
227,3.890007722,-378.4527588,378.4527588
228,3.989747438,-533.9233398,533.9233398
229,4.006362685,-538.6559448,538.6559448
230,4.028376751,-544.4106445,544.4106445
231,3.989887063,-534.4333496,534.4333496
232,3.973271816,-529.6859741,529.6859741
233,4.028376751,-544.4106445,544.4106445
234,3.989747438,-533.9233398,533.9233398
235,3.989747438,-533.9233398,533.9233398
236,3.864713601,-314.2229309,314.2229309
237,3.989887063,-534.4333496,534.4333496
238,3.864713601,-314.2229309,314.2229309
239,3.989747438,-533.9233398,533.9233398
240,3.989887063,-534.4333496,534.4333496
241,3.989747438,-533.9233398,533.9233398
242,3.989747438,-533.9233398,533.9233398
243,3.989747438,-533.9233398,533.9233398
244,4.03931393,-547.0236206,547.0236206
245,4.03931393,-547.0236206,547.0236206
246,3.989747438,-533.9233398,533.9233398
247,3.989747438,-533.9233398,533.9233398
248,3.989747438,-533.9233398,533.9233398
249,4.055789307,-551.1533203,551.1533203
250,4.028376751,-544.4106445,544.4106445
251,3.973271816,-529.6859741,529.6859741
252,4.055789307,-551.1533203,551.1533203
253,3.989747438,-533.9233398,533.9233398
254,3.989747438,-533.9233398,533.9233398
255,3.864713601,-314.2229309,314.2229309
256,4.055789307,-551.1533203,551.1533203
257,3.967733372,-528.09729,528.09729
258,3.989747438,-533.9233398,533.9233398
259,3.858805929,-312.6068726,312.6068726
260,4.055789307,-551.1533203,551.1533203
261,3.864713601,-314.2229309,314.2229309
262,3.97341144,-530.1997681,530.1997681
263,3.989747438,-533.9233398,533.9233398
264,4.055789307,-551.1533203,551.1533203
265,3.989747438,-533.9233398,533.9233398
266,3.989747438,-533.9233398,533.9233398
267,4.055789307,-551.1533203,551.1533203
268,3.864713601,-314.2229309,314.2229309
269,3.989887063,-534.4333496,534.4333496
270,3.989887063,-534.4333496,534.4333496
271,3.995425506,-536.008606,536.008606
272,4.055789307,-551.1533203,551.1533203
273,3.989887063,-534.4333496,534.4333496
274,3.989747438,-533.9233398,533.9233398
275,3.989747438,-533.9233398,533.9233398
276,4.028376751,-544.4106445,544.4106445
277,3.989747438,-533.9233398,533.9233398
278,3.989747438,-533.9233398,533.9233398
279,4.028376751,-544.4106445,544.4106445
280,3.989887063,-534.4333496,534.4333496
281,3.989747438,-533.9233398,533.9233398
282,3.989747438,-533.9233398,533.9233398
283,3.989887063,-534.4333496,534.4333496
284,4.028376751,-544.4106445,544.4106445
285,3.973271816,-529.6859741,529.6859741
286,4.022838308,-542.854187,542.854187
287,3.989747438,-533.9233398,533.9233398
288,4.028376751,-544.4106445,544.4106445
289,3.989747438,-533.9233398,533.9233398
290,3.989887063,-534.4333496,534.4333496
291,3.989747438,-533.9233398,533.9233398
292,3.989747438,-533.9233398,533.9233398
293,3.989887063,-534.4333496,534.4333496
294,3.989887063,-534.4333496,534.4333496
295,3.995425506,-536.008606,536.008606
296,4.022838308,-542.854187,542.854187
297,3.989747438,-533.9233398,533.9233398
298,3.97341144,-530.1997681,530.1997681
299,3.864713601,-314.2229309,314.2229309
300,4.03931393,-547.0236206,547.0236206
301,4.00622306,-538.1536865,538.1536865
302,3.989747438,-533.9233398,533.9233398
303,4.03931393,-547.0236206,547.0236206
304,3.989747438,-533.9233398,533.9233398
305,3.989887063,-534.4333496,534.4333496
306,4.00622306,-538.1536865,538.1536865
307,3.98434862,-532.8544312,532.8544312
308,3.864713601,-314.2229309,314.2229309
309,3.989747438,-533.9233398,533.9233398
310,3.890007722,-378.4527588,378.4527588
311,3.989747438,-533.9233398,533.9233398
312,3.989887063,-534.4333496,534.4333496
313,4.011761504,-539.7266235,539.7266235
314,4.055789307,-551.1533203,551.1533203
315,4.00622306,-538.1536865,538.1536865
316,3.995425506,-536.008606,536.008606
317,3.989747438,-533.9233398,533.9233398
318,3.989747438,-533.9233398,533.9233398
319,3.989747438,-533.9233398,533.9233398
320,4.00622306,-538.1536865,538.1536865
321,3.989747438,-533.9233398,533.9233398
322,3.989747438,-533.9233398,533.9233398
323,3.97341144,-530.1997681,530.1997681
324,3.98434862,-532.8544312,532.8544312
325,3.989747438,-533.9233398,533.9233398
326,3.989887063,-534.4333496,534.4333496
327,3.967733372,-528.09729,528.09729
328,3.989747438,-533.9233398,533.9233398
329,3.989887063,-534.4333496,534.4333496
330,4.055789307,-551.1533203,551.1533203
331,3.989747438,-533.9233398,533.9233398
332,3.973271816,-529.6859741,529.6859741
333,4.055789307,-551.1533203,551.1533203
334,3.896690016,-489.6962891,489.6962891
335,3.825932521,-307.250824,307.250824
336,3.989747438,-533.9233398,533.9233398
337,3.989747438,-533.9233398,533.9233398
338,3.864713601,-314.2229309,314.2229309
339,3.989887063,-534.4333496,534.4333496
340,4.055789307,-551.1533203,551.1533203
341,3.973271816,-529.6859741,529.6859741
342,4.022838308,-542.854187,542.854187
343,4.055789307,-551.1533203,551.1533203
344,3.973271816,-529.6859741,529.6859741
345,3.989747438,-533.9233398,533.9233398
346,4.022838308,-542.854187,542.854187
347,4.022838308,-542.854187,542.854187
348,3.973271816,-529.6859741,529.6859741
349,3.989747438,-533.9233398,533.9233398
350,3.989747438,-533.9233398,533.9233398
351,3.973271816,-529.6859741,529.6859741
352,3.989747438,-533.9233398,533.9233398
353,3.989747438,-533.9233398,533.9233398
354,4.028376751,-544.4106445,544.4106445
355,4.03931393,-547.0236206,547.0236206
356,4.055789307,-551.1533203,551.1533203
357,3.864713601,-314.2229309,314.2229309
358,5.115672235,-566.0910645,566.0910645
359,3.973271816,-529.6859741,529.6859741
360,4.055789307,-551.1533203,551.1533203
361,4.055789307,-551.1533203,551.1533203
362,3.973271816,-529.6859741,529.6859741
363,3.989747438,-533.9233398,533.9233398
