,object1,object2,
218,3.543321942,-531.6972656,531.6972656
219,3.027646787,-350.9696045,350.9696045
220,2.763248225,-262.1437683,262.1437683
221,2.892424589,-310.7840271,310.7840271
222,3.595367817,-551.7873535,551.7873535
223,2.642445624,-210.6681976,210.6681976
224,3.782289863,-598.2081299,598.2081299
225,4.035038331,-655.9912109,655.9912109
226,4.076924718,-666.3371582,666.3371582
227,3.360271206,-473.2191162,473.2191162
228,3.706136475,-581.4672852,581.4672852
229,3.6576752,-568.7761841,568.7761841
230,2.598830456,-201.5144653,201.5144653
231,3.135994529,-380.3935547,380.3935547
232,3.534852851,-527.8667603,527.8667603
233,3.726071046,-587.8411865,587.8411865
234,2.985063851,-340.9883118,340.9883118
235,2.964424186,-330.1551819,330.1551819
236,3.840178056,-613.3873291,613.3873291
237,3.508829817,-518.2374878,518.2374878
238,3.6576752,-568.7761841,568.7761841
239,3.608379334,-556.666748,556.666748
240,3.135994529,-380.3935547,380.3935547
241,3.027646787,-350.9696045,350.9696045
242,3.514510739,-519.1040649,519.1040649
243,3.621390851,-561.4816895,561.4816895
244,2.985063851,-340.9883118,340.9883118
245,2.985063851,-340.9883118,340.9883118
246,3.608379334,-556.666748,556.666748
247,3.608379334,-556.666748,556.666748
248,2.927855328,-320.6447754,320.6447754
249,2.763248225,-262.1437683,262.1437683
250,3.800003073,-600.1390381,600.1390381
251,3.090990444,-367.4571838,367.4571838
252,2.901832293,-313.5493774,313.5493774
253,2.598830456,-201.5144653,201.5144653
254,3.57626803,-543.8369751,543.8369751
255,3.453039944,-501.0824585,501.0824585
256,3.453039944,-501.0824585,501.0824585
257,2.901832293,-313.5493774,313.5493774
258,3.453039944,-501.0824585,501.0824585
259,3.508829817,-518.2374878,518.2374878
260,3.495818494,-513.3706665,513.3706665
261,3.782289863,-598.2081299,598.2081299
262,2.985063851,-340.9883118,340.9883118
263,3.683698234,-578.1693726,578.1693726
264,3.543321942,-531.6972656,531.6972656
265,3.595367817,-551.7873535,551.7873535
266,2.881082365,-307.4985657,307.4985657
267,2.918447623,-317.7796326,317.7796326
268,3.450003174,-495.3301697,495.3301697
269,4.077621267,-668.4509888,668.4509888
270,3.663763663,-571.6622925,571.6622925
271,3.865366408,-623.440918,623.440918
272,3.556333459,-539.1310425,539.1310425
273,3.217656561,-418.2659912,418.2659912
274,3.502049242,-515.2907104,515.2907104
275,3.986925119,-645.8635864,645.8635864
276,3.719147992,-586.0687256,586.0687256
277,3.726071046,-587.8411865,587.8411865
278,3.527522063,-523.930481,523.930481
279,3.515060566,-520.1416016,520.1416016
280,2.750236902,-258.9665833,258.9665833
281,2.598830456,-201.5144653,201.5144653
282,2.892424589,-310.7840271,310.7840271
283,3.543321942,-531.6972656,531.6972656
284,2.780840553,-267.5275574,267.5275574
285,2.610658932,-203.8709412,203.8709412
286,2.598830456,-201.5144653,201.5144653
287,2.901832293,-313.5493774,313.5493774
288,3.520252925,-522.3702393,522.3702393
289,2.938932214,-323.4971008,323.4971008
290,3.54053358,-528.7109985,528.7109985
291,3.595367817,-551.7873535,551.7873535
292,3.782289863,-598.2081299,598.2081299
293,2.610658932,-203.8709412,203.8709412
294,3.706136475,-581.4672852,581.4672852
295,3.650752146,-566.9165039,566.9165039
296,2.637599486,-209.5598297,209.5598297
297,3.884466389,-627.6807861,627.6807861
298,3.08787316,-366.8681335,366.8681335
299,3.831585923,-611.4029541,611.4029541
300,3.534852851,-527.8667603,527.8667603
301,2.9455982,-328.4622498,328.4622498
302,3.595367817,-551.7873535,551.7873535
303,2.862797742,-303.2289124,303.2289124
304,3.808312897,-608.5256958,608.5256958
305,3.229485213,-422.8791504,422.8791504
306,2.842313345,-297.8036499,297.8036499
307,3.765390086,-596.5471802,596.5471802
308,2.93145914,-321.4042053,321.4042053
309,3.582356494,-546.8460693,546.8460693
310,3.520252925,-522.3702393,522.3702393
311,3.141577464,-380.8821716,380.8821716
312,3.608379334,-556.666748,556.666748
313,3.267502467,-440.4057312,440.4057312
314,2.964424186,-330.1551819,330.1551819
315,2.673539804,-242.2372894,242.2372894
316,3.628313905,-563.3640747,563.3640747
317,2.892424589,-310.7840271,310.7840271
318,3.170342129,-401.9611206,401.9611206
319,3.267502467,-440.4057312,440.4057312
320,3.782289863,-598.2081299,598.2081299
321,3.027404845,-345.3366089,345.3366089
322,2.892424589,-310.7840271,310.7840271
323,3.621390851,-561.4816895,561.4816895
324,3.508829817,-518.2374878,518.2374878
325,3.527522063,-523.930481,523.930481
326,3.079217211,-366.5615234,366.5615234
327,3.782289863,-598.2081299,598.2081299
328,2.61878832,-205.5588226,205.5588226
329,2.622487584,-206.3041992,206.3041992
330,3.508829817,-518.2374878,518.2374878
331,3.508829817,-518.2374878,518.2374878
332,2.964424186,-330.1551819,330.1551819
333,3.304194561,-452.0050964,452.0050964
334,3.495818494,-513.3706665,513.3706665
335,2.598830456,-201.5144653,201.5144653
336,3.397655615,-483.6473083,483.6473083
337,3.837674192,-611.7703857,611.7703857
338,3.528072083,-524.9631958,524.9631958
339,3.699213421,-579.6817017,579.6817017
340,3.464868596,-509.940155,509.940155
341,3.608379334,-556.666748,556.666748
342,2.862797742,-303.2289124,303.2289124
343,2.89435922,-311.4689941,311.4689941
344,3.38392851,-482.8473511,482.8473511
345,3.157761712,-396.5334778,396.5334778
346,2.794117397,-269.9652405,269.9652405
347,2.627907211,-207.4037018,207.4037018
348,3.669852126,-573.7770996,573.7770996
349,2.853390231,-300.5107422,300.5107422
350,2.627907211,-207.4037018,207.4037018
351,2.985063851,-340.9883118,340.9883118
352,2.610658932,-203.8709412,203.8709412
353,3.508829817,-518.2374878,518.2374878
354,3.844597246,-613.4284668,613.4284668
355,3.217656561,-418.2659912,418.2659912
356,2.862797742,-303.2289124,303.2289124
357,2.763248225,-262.1437683,262.1437683
358,3.595367817,-551.7873535,551.7873535
359,3.706136475,-581.4672852,581.4672852
360,3.229485213,-422.8791504,422.8791504
361,2.780840553,-267.5275574,267.5275574
362,3.220188036,-418.6997375,418.6997375
363,3.8515203,-617.4171143,617.4171143
364,3.508829817,-518.2374878,518.2374878
365,3.582356494,-546.8460693,546.8460693
366,2.892424589,-310.7840271,310.7840271
367,2.627907211,-207.4037018,207.4037018
368,2.622487584,-206.3041992,206.3041992
369,3.608379334,-556.666748,556.666748
370,3.495818494,-513.3706665,513.3706665
371,3.279331119,-441.4451294,441.4451294
372,2.598830456,-201.5144653,201.5144653
373,2.973986965,-338.3557739,338.3557739
374,2.720854236,-249.5997925,249.5997925
375,3.706136475,-581.4672852,581.4672852
376,3.093411593,-369.9830627,369.9830627
377,3.608379334,-556.666748,556.666748
378,3.726071046,-587.8411865,587.8411865
379,3.616136979,-557.5350342,557.5350342
380,3.616136979,-557.5350342,557.5350342
381,3.027404845,-345.3366089,345.3366089
382,3.543321942,-531.6972656,531.6972656
383,3.550244996,-533.7148438,533.7148438
384,3.595367817,-551.7873535,551.7873535
385,3.027646787,-350.9696045,350.9696045
386,3.550244996,-533.7148438,533.7148438
387,3.223195004,-420.9727478,420.9727478
388,3.027404845,-345.3366089,345.3366089
389,3.281170278,-446.2221069,446.2221069
390,3.621390851,-561.4816895,561.4816895
391,2.862797742,-303.2289124,303.2289124
392,3.621390851,-561.4816895,561.4816895
393,2.780840553,-267.5275574,267.5275574
394,3.621390851,-561.4816895,561.4816895
395,2.964424186,-330.1551819,330.1551819
396,2.901832293,-313.5493774,313.5493774
397,2.610658932,-203.8709412,203.8709412
398,3.014393328,-341.6669922,341.6669922
399,2.763248225,-262.1437683,262.1437683
400,2.836774902,-296.4440613,296.4440613
401,2.985063851,-340.9883118,340.9883118
402,3.508829817,-518.2374878,518.2374878
403,2.575173152,-196.8927917,196.8927917
404,3.135994529,-380.3935547,380.3935547
405,3.719147992,-586.0687256,586.0687256
406,3.220188036,-418.6997375,418.6997375
407,2.763248225,-262.1437683,262.1437683
408,3.508829817,-518.2374878,518.2374878
409,3.090990444,-367.4571838,367.4571838
410,3.54053358,-528.7109985,528.7109985
411,2.79774035,-286.242157,286.242157
412,2.875809259,-306.628418,306.628418
413,2.888820776,-310.0821838,310.0821838
414,2.93145914,-321.4042053,321.4042053
415,3.543321942,-531.6972656,531.6972656
416,3.877543335,-626.0693359,626.0693359
417,2.927855328,-320.6447754,320.6447754
418,2.927855328,-320.6447754,320.6447754
419,3.135994529,-380.3935547,380.3935547
420,3.543321942,-531.6972656,531.6972656
421,3.534852851,-527.8667603,527.8667603
422,2.622487584,-206.3041992,206.3041992
423,3.229485213,-422.8791504,422.8791504
424,3.595367817,-551.7873535,551.7873535
425,2.829301828,-295.0602417,295.0602417
426,2.764775315,-262.7954102,262.7954102
427,3.508829817,-518.2374878,518.2374878
428,2.862797742,-303.2289124,303.2289124
429,2.93145914,-321.4042053,321.4042053
430,2.836774902,-296.4440613,296.4440613
431,3.608379334,-556.666748,556.666748
432,3.595367817,-551.7873535,551.7873535
433,3.141577464,-380.8821716,380.8821716
434,3.027404845,-345.3366089,345.3366089
435,2.742071522,-257.0681152,257.0681152
436,2.651564338,-212.5345612,212.5345612
437,3.229485213,-422.8791504,422.8791504
438,3.805562889,-601.5892334,601.5892334
439,3.027404845,-345.3366089,345.3366089
440,3.621390851,-561.4816895,561.4816895
441,3.014393328,-341.6669922,341.6669922
442,2.756340191,-260.3792419,260.3792419
443,2.750236902,-258.9665833,258.9665833
444,3.663763663,-571.6622925,571.6622925
445,3.229485213,-422.8791504,422.8791504
446,3.602290871,-553.7235107,553.7235107
447,3.027404845,-345.3366089,345.3366089
448,3.800003073,-600.1390381,600.1390381
449,2.790798155,-269.3161621,269.3161621
450,2.823763384,-293.0488892,293.0488892
451,4.25950603,-678.7869263,678.7869263
452,2.639162373,-209.7953949,209.7953949
453,3.205828085,-407.1289063,407.1289063
454,2.598830456,-201.5144653,201.5144653
455,2.875809259,-306.628418,306.628418
456,3.502049242,-515.2907104,515.2907104
457,3.508829817,-518.2374878,518.2374878
458,2.892424589,-310.7840271,310.7840271
459,3.582356494,-546.8460693,546.8460693
460,3.514510739,-519.1040649,519.1040649
461,2.847851788,-299.1552124,299.1552124
462,3.514510739,-519.1040649,519.1040649
463,3.782289863,-598.2081299,598.2081299
464,2.750236902,-258.9665833,258.9665833
465,2.9455982,-328.4622498,328.4622498
466,3.858443354,-619.0570679,619.0570679
467,3.6576752,-568.7761841,568.7761841
468,2.776259742,-265.362793,265.362793
469,3.072986462,-365.1855774,365.1855774
470,3.739082563,-592.40271,592.40271
471,2.892424589,-310.7840271,310.7840271
472,2.862797742,-303.2289124,303.2289124
473,3.220188036,-418.6997375,418.6997375
474,2.622487584,-206.3041992,206.3041992
475,3.54053358,-528.7109985,528.7109985
476,3.508829817,-518.2374878,518.2374878
477,3.232016688,-423.2871704,423.2871704
478,2.964424186,-330.1551819,330.1551819
479,3.616136979,-557.5350342,557.5350342
480,3.421312919,-494.3930359,494.3930359
481,2.875809259,-306.628418,306.628418
482,3.582356494,-546.8460693,546.8460693
483,3.582356494,-546.8460693,546.8460693
484,3.726071046,-587.8411865,587.8411865
485,3.534852851,-527.8667603,527.8667603
486,2.93145914,-321.4042053,321.4042053
487,3.090990444,-367.4571838,367.4571838
488,3.595367817,-551.7873535,551.7873535
489,3.508829817,-518.2374878,518.2374878
490,3.020074057,-342.4685974,342.4685974
491,2.610658932,-203.8709412,203.8709412
492,3.304194561,-452.0050964,452.0050964
493,2.901832293,-313.5493774,313.5493774
494,3.608379334,-556.666748,556.666748
495,3.642994501,-566.0838623,566.0838623
496,2.627907211,-207.4037018,207.4037018
497,3.527522063,-523.930481,523.930481
498,3.527522063,-523.930481,523.930481
499,2.914843811,-317.0777893,317.0777893
