,object1,object2
0,2.2724080900899044,-148.86502075195312
1,1.8357956662263817,-89.22925567626953
2,2.268396729984645,-147.9248046875
3,1.8799513274993183,-133.5745086669922
4,2.681344138915396,-272.920654296875
5,2.286009720868466,-161.44371032714844
6,3.53265954461388,-434.5975036621094
7,3.219476239728224,-432.5298767089844
8,2.4968308504923464,-212.6958770751953
9,1.6060826286998728,-64.58418273925781
10,2.5401037422140154,-231.50669860839844
11,3.1315852796272807,-359.76617431640625
12,3.5659050705893875,-490.7187194824219
13,1.7249856475881398,-82.08539581298828
14,2.313008302891205,-197.5403594970703
15,2.665208149861516,-233.5457763671875
16,2.2030213619082484,-136.60133361816406
17,2.999690584342587,-311.05804443359375
