,object1,object2,,,,πÈ“ªæÿ’Û,,,,,,,,,,,,,,,,,,,,,,
270,3.438102364,-514.0779419,514.0779419,,,0.968450629,0.960407489,,,,0.002951983,0.002929736,-0.017196122,-0.017088689,,,,,,,0.484385262,0.480045126,,0.02556992,0.681962165,0.963860409,,
271,2.9176427,-373.6221924,373.6221924,,,0.637932421,0.619452504,,,,0.001942557,0.001887685,-0.012128839,-0.011840322,,,,,,,0.31907157,0.309623945,,0.262870389,0.444605047,0.628438846,,
272,3.487782456,-530.3880005,530.3880005,,,1,1,,,,0.003048443,0.003050882,-0.017660011,-0.017671698,,,,,,,0.500165158,0.499834842,,0.000330316,0.707106813,0.999533081,,
273,3.219272708,-464.021637,464.021637,,,0.829482731,0.838896289,,,,0.002527317,0.002558116,-0.015114867,-0.015268075,,,,,,,0.414878361,0.419309594,,0.117522168,0.589868275,0.833865203,,
274,3.438102364,-514.0779419,514.0779419,,,0.968450629,0.960407489,,,,0.002951983,0.002929736,-0.017196122,-0.017088689,,,,,,,0.484385262,0.480045126,,0.02556992,0.681962165,0.963860409,,
275,2.54267519,-281.1047058,281.1047058,,,0.399809089,0.394867193,,,,0.001216569,0.001202473,-0.008165274,-0.008084678,,,,,,,0.199970576,0.197368381,,0.426383249,0.280967089,0.397210652,,
276,3.127009452,-437.2668152,437.2668152,,,0.770890897,0.773949216,,,,0.002348377,0.0023596,-0.014217147,-0.014273843,,,,,,,0.385572767,0.386846784,,0.161159765,0.546183838,0.772161982,,
277,3.203895461,-459.6242981,459.6242981,,,0.819717401,0.828221791,,,,0.00249749,0.002525483,-0.014966129,-0.015105731,,,,,,,0.409994083,0.413974108,,0.124738606,0.582640286,0.823660831,,
278,2.54267519,-281.1047058,281.1047058,,,0.399809089,0.394867193,,,,0.001216569,0.001202473,-0.008165274,-0.008084678,,,,,,,0.199970576,0.197368381,,0.426383249,0.280967089,0.397210652,,
279,3.173140966,-450.7755432,450.7755432,,,0.800186741,0.806741523,,,,0.002437839,0.002459823,-0.014667608,-0.014777793,,,,,,,0.400225528,0.403237522,,0.13922247,0.568138156,0.803180351,,
280,3.219272708,-464.021637,464.021637,,,0.829482731,0.838896289,,,,0.002527317,0.002558116,-0.015114867,-0.015268075,,,,,,,0.414878361,0.419309594,,0.117522168,0.589868275,0.833865203,,
281,2.931837082,-384.1412964,384.1412964,,,0.646946572,0.644987528,,,,0.00197006,0.001965652,-0.012272864,-0.012249807,,,,,,,0.323580134,0.322387239,,0.250573859,0.456768682,0.645753161,,
282,3.173140966,-450.7755432,450.7755432,,,0.800186741,0.806741523,,,,0.002437839,0.002459823,-0.014667608,-0.014777793,,,,,,,0.400225528,0.403237522,,0.13922247,0.568138156,0.803180351,,
283,3.265404222,-477.5820618,477.5820618,,,0.858778575,0.87181409,,,,0.002616811,0.002658762,-0.015559034,-0.015766178,,,,,,,0.429531121,0.435763058,,0.095586597,0.611871243,0.864887218,,
284,3.203895461,-459.6242981,459.6242981,,,0.819717401,0.828221791,,,,0.00249749,0.002525483,-0.014966129,-0.015105731,,,,,,,0.409994083,0.413974108,,0.124738606,0.582640286,0.823660831,,
285,3.203895461,-459.6242981,459.6242981,,,0.819717401,0.828221791,,,,0.00249749,0.002525483,-0.014966129,-0.015105731,,,,,,,0.409994083,0.413974108,,0.124738606,0.582640286,0.823660831,,
286,2.659778545,-316.181488,316.181488,,,0.474175642,0.480015745,,,,0.001443184,0.001462152,-0.009439729,-0.009544701,,,,,,,0.237166135,0.239928594,,0.369988588,0.337362566,0.476937889,,
287,2.588806704,-287.8774414,287.8774414,,,0.429104933,0.411307943,,,,0.00130583,0.001252602,-0.008671905,-0.008370554,,,,,,,0.214623337,0.205586041,,0.410257221,0.297201603,0.420097386,,
288,2.604183951,-290.2683716,290.2683716,,,0.438870263,0.417111904,,,,0.001335587,0.0012703,-0.008839426,-0.008470999,,,,,,,0.219507614,0.208487062,,0.40477743,0.302738243,0.427889098,,
289,3.219272708,-464.021637,464.021637,,,0.829482731,0.838896289,,,,0.002527317,0.002558116,-0.015114867,-0.015268075,,,,,,,0.414878361,0.419309594,,0.117522168,0.589868275,0.833865203,,
290,2.511920695,-276.789093,276.789093,,,0.380278429,0.384391084,,,,0.001157071,0.001170533,-0.007823958,-0.007901446,,,,,,,0.190202021,0.192132057,,0.436991462,0.270354456,0.382209679,,
291,3.203895461,-459.6242981,459.6242981,,,0.819717401,0.828221791,,,,0.00249749,0.002525483,-0.014966129,-0.015105731,,,,,,,0.409994083,0.413974108,,0.124738606,0.582640286,0.823660831,,
292,2.511920695,-276.789093,276.789093,,,0.380278429,0.384391084,,,,0.001157071,0.001170533,-0.007823958,-0.007901446,,,,,,,0.190202021,0.192132057,,0.436991462,0.270354456,0.382209679,,
293,2.650315694,-297.681488,297.681488,,,0.468166253,0.435107173,,,,0.001424868,0.001325177,-0.009338125,-0.008780898,,,,,,,0.234160448,0.217481725,,0.388160314,0.319576926,0.451547422,,
294,3.487782456,-530.3880005,530.3880005,,,1,1,,,,0.003048443,0.003050882,-0.017660011,-0.017671698,,,,,,,0.500165158,0.499834842,,0.000330316,0.707106813,0.999533081,,
295,3.234649956,-468.5371094,468.5371094,,,0.839248061,0.849857555,,,,0.002557147,0.002591628,-0.015263261,-0.015434359,,,,,,,0.419762639,0.424788417,,0.110209882,0.597198345,0.844206106,,
296,3.173140966,-450.7755432,450.7755432,,,0.800186741,0.806741523,,,,0.002437839,0.002459823,-0.014667608,-0.014777793,,,,,,,0.400225528,0.403237522,,0.13922247,0.568138156,0.803180351,,
297,3.265404222,-477.5820618,477.5820618,,,0.858778575,0.87181409,,,,0.002616811,0.002658762,-0.015559034,-0.015766178,,,,,,,0.429531121,0.435763058,,0.095586597,0.611871243,0.864887218,,
298,2.931837082,-384.1412964,384.1412964,,,0.646946572,0.644987528,,,,0.00197006,0.001965652,-0.012272864,-0.012249807,,,,,,,0.323580134,0.322387239,,0.250573859,0.456768682,0.645753161,,
299,3.017003165,-411.4615173,411.4615173,,,0.701031341,0.711307103,,,,0.002135108,0.002168204,-0.01312929,-0.013299452,,,,,,,0.350631451,0.355536073,,0.208033414,0.499347882,0.705910497,,
300,2.54267519,-281.1047058,281.1047058,,,0.399809089,0.394867193,,,,0.001216569,0.001202473,-0.008165274,-0.008084678,,,,,,,0.199970576,0.197368381,,0.426383249,0.280967089,0.397210652,,
301,2.659778545,-316.181488,316.181488,,,0.474175642,0.480015745,,,,0.001443184,0.001462152,-0.009439729,-0.009544701,,,,,,,0.237166135,0.239928594,,0.369988588,0.337362566,0.476937889,,
302,2.634938447,-295.1734924,295.1734924,,,0.458400923,0.429019037,,,,0.001395106,0.00130661,-0.009172521,-0.008676309,,,,,,,0.22927617,0.214438663,,0.393726394,0.313929129,0.443618566,,
303,3.265404222,-477.5820618,477.5820618,,,0.858778575,0.87181409,,,,0.002616811,0.002658762,-0.015559034,-0.015766178,,,,,,,0.429531121,0.435763058,,0.095586597,0.611871243,0.864887218,,
304,2.511920695,-276.789093,276.789093,,,0.380278429,0.384391084,,,,0.001157071,0.001170533,-0.007823958,-0.007901446,,,,,,,0.190202021,0.192132057,,0.436991462,0.270354456,0.382209679,,
305,2.364062845,-229.5401917,229.5401917,,,0.286381217,0.269694829,,,,0.000871122,0.000820978,-0.006137688,-0.005833059,,,,,,,0.143237906,0.134802872,,0.510770655,0.196694966,0.278027596,,
306,2.431917028,-244.8558807,244.8558807,,,0.329472054,0.306873517,,,,0.001002328,0.000934259,-0.006921506,-0.006517165,,,,,,,0.164790442,0.153386076,,0.48242298,0.225129241,0.318180389,,
307,3.173140966,-450.7755432,450.7755432,,,0.800186741,0.806741523,,,,0.002437839,0.002459823,-0.014667608,-0.014777793,,,,,,,0.400225528,0.403237522,,0.13922247,0.568138156,0.803180351,,
308,2.511920695,-276.789093,276.789093,,,0.380278429,0.384391084,,,,0.001157071,0.001170533,-0.007823958,-0.007901446,,,,,,,0.190202021,0.192132057,,0.436991462,0.270354456,0.382209679,,
309,3.173140966,-450.7755432,450.7755432,,,0.800186741,0.806741523,,,,0.002437839,0.002459823,-0.014667608,-0.014777793,,,,,,,0.400225528,0.403237522,,0.13922247,0.568138156,0.803180351,,
310,2.511920695,-276.789093,276.789093,,,0.380278429,0.384391084,,,,0.001157071,0.001170533,-0.007823958,-0.007901446,,,,,,,0.190202021,0.192132057,,0.436991462,0.270354456,0.382209679,,
311,3.173140966,-450.7755432,450.7755432,,,0.800186741,0.806741523,,,,0.002437839,0.002459823,-0.014667608,-0.014777793,,,,,,,0.400225528,0.403237522,,0.13922247,0.568138156,0.803180351,,
312,2.080175797,-158.8082581,158.8082581,,,0.106098584,0.097993739,,,,0.000322557,0.000298147,-0.002593107,-0.002420334,,,,,,,0.053066815,0.048980685,,0.635188442,0.072216295,0.102086248,,
313,3.138086317,-437.8034058,437.8034058,,,0.777925266,0.775251784,,,,0.002369857,0.002363581,-0.014325608,-0.014293939,,,,,,,0.389091114,0.387497853,,0.158213036,0.549132473,0.776328493,,
314,3.203895461,-459.6242981,459.6242981,,,0.819717401,0.828221791,,,,0.00249749,0.002525483,-0.014966129,-0.015105731,,,,,,,0.409994083,0.413974108,,0.124738606,0.582640286,0.823660831,,
315,2.960225636,-392.3143311,392.3143311,,,0.664974739,0.664827492,,,,0.00202507,0.002026238,-0.012559788,-0.012565866,,,,,,,0.332597195,0.332303944,,0.237184336,0.470156143,0.664681518,,
316,2.511920695,-276.789093,276.789093,,,0.380278429,0.384391084,,,,0.001157071,0.001170533,-0.007823958,-0.007901446,,,,,,,0.190202021,0.192132057,,0.436991462,0.270354456,0.382209679,,
317,3.203895461,-459.6242981,459.6242981,,,0.819717401,0.828221791,,,,0.00249749,0.002525483,-0.014966129,-0.015105731,,,,,,,0.409994083,0.413974108,,0.124738606,0.582640286,0.823660831,,
318,2.511920695,-276.789093,276.789093,,,0.380278429,0.384391084,,,,0.001157071,0.001170533,-0.007823958,-0.007901446,,,,,,,0.190202021,0.192132057,,0.436991462,0.270354456,0.382209679,,
319,3.127009452,-437.2668152,437.2668152,,,0.770890897,0.773949216,,,,0.002348377,0.0023596,-0.014217147,-0.014273843,,,,,,,0.385572767,0.386846784,,0.161159765,0.546183838,0.772161982,,
320,3.127009452,-437.2668152,437.2668152,,,0.770890897,0.773949216,,,,0.002348377,0.0023596,-0.014217147,-0.014273843,,,,,,,0.385572767,0.386846784,,0.161159765,0.546183838,0.772161982,,
321,3.203895461,-459.6242981,459.6242981,,,0.819717401,0.828221791,,,,0.00249749,0.002525483,-0.014966129,-0.015105731,,,,,,,0.409994083,0.413974108,,0.124738606,0.582640286,0.823660831,,
322,3.45466223,-518.375,518.375,,,0.978966982,0.970838557,,,,0.002984134,0.00296165,-0.017351086,-0.017242753,,,,,,,0.489645175,0.485258937,,0.018244601,0.689368278,0.974216692,,
323,2.588806704,-287.8774414,287.8774414,,,0.429104933,0.411307943,,,,0.00130583,0.001252602,-0.008671905,-0.008370554,,,,,,,0.214623337,0.205586041,,0.410257221,0.297201603,0.420097386,,
324,2.659778545,-316.181488,316.181488,,,0.474175642,0.480015745,,,,0.001443184,0.001462152,-0.009439729,-0.009544701,,,,,,,0.237166135,0.239928594,,0.369988588,0.337362566,0.476937889,,
325,3.219272708,-464.021637,464.021637,,,0.829482731,0.838896289,,,,0.002527317,0.002558116,-0.015114867,-0.015268075,,,,,,,0.414878361,0.419309594,,0.117522168,0.589868275,0.833865203,,
326,3.265404222,-477.5820618,477.5820618,,,0.858778575,0.87181409,,,,0.002616811,0.002658762,-0.015559034,-0.015766178,,,,,,,0.429531121,0.435763058,,0.095586597,0.611871243,0.864887218,,
328,2.588806704,-287.8774414,287.8774414,,,0.429104933,0.411307943,,,,0.00130583,0.001252602,-0.008671905,-0.008370554,,,,,,,0.214623337,0.205586041,,0.410257221,0.297201603,0.420097386,,
329,2.511920695,-276.789093,276.789093,,,0.380278429,0.384391084,,,,0.001157071,0.001170533,-0.007823958,-0.007901446,,,,,,,0.190202021,0.192132057,,0.436991462,0.270354456,0.382209679,,
330,3.265404222,-477.5820618,477.5820618,,,0.858778575,0.87181409,,,,0.002616811,0.002658762,-0.015559034,-0.015766178,,,,,,,0.429531121,0.435763058,,0.095586597,0.611871243,0.864887218,,
331,2.604183951,-290.2683716,290.2683716,,,0.438870263,0.417111904,,,,0.001335587,0.0012703,-0.008839426,-0.008470999,,,,,,,0.219507614,0.208487062,,0.40477743,0.302738243,0.427889098,,
332,3.265404222,-477.5820618,477.5820618,,,0.858778575,0.87181409,,,,0.002616811,0.002658762,-0.015559034,-0.015766178,,,,,,,0.429531121,0.435763058,,0.095586597,0.611871243,0.864887218,,
333,3.203895461,-459.6242981,459.6242981,,,0.819717401,0.828221791,,,,0.00249749,0.002525483,-0.014966129,-0.015105731,,,,,,,0.409994083,0.413974108,,0.124738606,0.582640286,0.823660831,,
334,2.588806704,-287.8774414,287.8774414,,,0.429104933,0.411307943,,,,0.00130583,0.001252602,-0.008671905,-0.008370554,,,,,,,0.214623337,0.205586041,,0.410257221,0.297201603,0.420097386,,
335,3.203895461,-459.6242981,459.6242981,,,0.819717401,0.828221791,,,,0.00249749,0.002525483,-0.014966129,-0.015105731,,,,,,,0.409994083,0.413974108,,0.124738606,0.582640286,0.823660831,,
336,2.9886144,-403.3055725,403.3055725,,,0.68300304,0.691508625,,,,0.002080086,0.002107727,-0.012845251,-0.012988122,,,,,,,0.341614323,0.345640104,,0.221396385,0.485970597,0.687013402,,
337,3.355301801,-491.9049683,491.9049683,,,0.915868084,0.906582808,,,,0.002791256,0.002765089,-0.016416113,-0.016288261,,,,,,,0.458085305,0.453141675,,0.063102472,0.644344252,0.91080251,,
338,3.127009452,-437.2668152,437.2668152,,,0.770890897,0.773949216,,,,0.002348377,0.0023596,-0.014217147,-0.014273843,,,,,,,0.385572767,0.386846784,,0.161159765,0.546183838,0.772161982,,
339,3.234649956,-468.5371094,468.5371094,,,0.839248061,0.849857555,,,,0.002557147,0.002591628,-0.015263261,-0.015434359,,,,,,,0.419762639,0.424788417,,0.110209882,0.597198345,0.844206106,,
340,3.002808783,-404.2714539,404.2714539,,,0.692017191,0.693853292,,,,0.002107596,0.002114889,-0.012987446,-0.013025079,,,,,,,0.346122887,0.346812051,,0.217361902,0.489979229,0.692705694,,
341,3.203895461,-459.6242981,459.6242981,,,0.819717401,0.828221791,,,,0.00249749,0.002525483,-0.014966129,-0.015105731,,,,,,,0.409994083,0.413974108,,0.124738606,0.582640286,0.823660831,,
342,3.084857347,-434.9308167,434.9308167,,,0.744122179,0.768278602,,,,0.002266646,0.002342271,-0.013802638,-0.014186281,,,,,,,0.372183987,0.384012414,,0.172831247,0.534777006,0.755752923,,
343,2.634938447,-295.1734924,295.1734924,,,0.458400923,0.429019037,,,,0.001395106,0.00130661,-0.009172521,-0.008676309,,,,,,,0.22927617,0.214438663,,0.393726394,0.313929129,0.443618566,,
344,3.173140966,-450.7755432,450.7755432,,,0.800186741,0.806741523,,,,0.002437839,0.002459823,-0.014667608,-0.014777793,,,,,,,0.400225528,0.403237522,,0.13922247,0.568138156,0.803180351,,
345,2.504536119,-259.7894287,259.7894287,,,0.37558885,0.343124562,,,,0.001142786,0.001044739,-0.00774156,-0.007171075,,,,,,,0.187856456,0.171505611,,0.453380439,0.254370241,0.359406565,,
346,3.127009452,-437.2668152,437.2668152,,,0.770890897,0.773949216,,,,0.002348377,0.0023596,-0.014217147,-0.014273843,,,,,,,0.385572767,0.386846784,,0.161159765,0.546183838,0.772161982,,
347,2.604183951,-290.2683716,290.2683716,,,0.438870263,0.417111904,,,,0.001335587,0.0012703,-0.008839426,-0.008470999,,,,,,,0.219507614,0.208487062,,0.40477743,0.302738243,0.427889098,,
348,2.619561199,-292.7000732,292.7000732,,,0.448635593,0.423014836,,,,0.001365345,0.0012883,-0.009006293,-0.008572907,,,,,,,0.224391892,0.211437554,,0.399267484,0.308314054,0.435729365,,
349,3.127009452,-437.2668152,437.2668152,,,0.770890897,0.773949216,,,,0.002348377,0.0023596,-0.014217147,-0.014273843,,,,,,,0.385572767,0.386846784,,0.161159765,0.546183838,0.772161982,,
350,3.219272708,-464.021637,464.021637,,,0.829482731,0.838896289,,,,0.002527317,0.002558116,-0.015114867,-0.015268075,,,,,,,0.414878361,0.419309594,,0.117522168,0.589868275,0.833865203,,
351,2.511920695,-276.789093,276.789093,,,0.380278429,0.384391084,,,,0.001157071,0.001170533,-0.007823958,-0.007901446,,,,,,,0.190202021,0.192132057,,0.436991462,0.270354456,0.382209679,,
352,3.203895461,-459.6242981,459.6242981,,,0.819717401,0.828221791,,,,0.00249749,0.002525483,-0.014966129,-0.015105731,,,,,,,0.409994083,0.413974108,,0.124738606,0.582640286,0.823660831,,
353,3.265404222,-477.5820618,477.5820618,,,0.858778575,0.87181409,,,,0.002616811,0.002658762,-0.015559034,-0.015766178,,,,,,,0.429531121,0.435763058,,0.095586597,0.611871243,0.864887218,,
354,2.634938447,-295.1734924,295.1734924,,,0.458400923,0.429019037,,,,0.001395106,0.00130661,-0.009172521,-0.008676309,,,,,,,0.22927617,0.214438663,,0.393726394,0.313929129,0.443618566,,
355,3.127009452,-437.2668152,437.2668152,,,0.770890897,0.773949216,,,,0.002348377,0.0023596,-0.014217147,-0.014273843,,,,,,,0.385572767,0.386846784,,0.161159765,0.546183838,0.772161982,,
356,2.634938447,-295.1734924,295.1734924,,,0.458400923,0.429019037,,,,0.001395106,0.00130661,-0.009172521,-0.008676309,,,,,,,0.22927617,0.214438663,,0.393726394,0.313929129,0.443618566,,
357,3.219272708,-464.021637,464.021637,,,0.829482731,0.838896289,,,,0.002527317,0.002558116,-0.015114867,-0.015268075,,,,,,,0.414878361,0.419309594,,0.117522168,0.589868275,0.833865203,,
358,3.002808783,-404.2714539,404.2714539,,,0.692017191,0.693853292,,,,0.002107596,0.002114889,-0.012987446,-0.013025079,,,,,,,0.346122887,0.346812051,,0.217361902,0.489979229,0.692705694,,
359,2.331373803,-215.2887115,215.2887115,,,0.265622022,0.235099498,,,,0.000807925,0.000715591,-0.005753267,-0.005182597,,,,,,,0.13285488,0.11751092,,0.530415974,0.177367509,0.250595716,,
360,3.127009452,-437.2668152,437.2668152,,,0.770890897,0.773949216,,,,0.002348377,0.0023596,-0.014217147,-0.014273843,,,,,,,0.385572767,0.386846784,,0.161159765,0.546183838,0.772161982,,
361,3.45466223,-518.375,518.375,,,0.978966982,0.970838557,,,,0.002984134,0.00296165,-0.017351086,-0.017242753,,,,,,,0.489645175,0.485258937,,0.018244601,0.689368278,0.974216692,,
362,2.511920695,-276.789093,276.789093,,,0.380278429,0.384391084,,,,0.001157071,0.001170533,-0.007823958,-0.007901446,,,,,,,0.190202021,0.192132057,,0.436991462,0.270354456,0.382209679,,
363,3.173140966,-450.7755432,450.7755432,,,0.800186741,0.806741523,,,,0.002437839,0.002459823,-0.014667608,-0.014777793,,,,,,,0.400225528,0.403237522,,0.13922247,0.568138156,0.803180351,,
364,2.877856361,-372.4813843,372.4813843,,,0.612666084,0.616683203,,,,0.001865475,0.00187923,-0.011723093,-0.011795725,,,,,,,0.306434228,0.308239752,,0.272703199,0.434642008,0.614469433,,
365,3.203895461,-459.6242981,459.6242981,,,0.819717401,0.828221791,,,,0.00249749,0.002525483,-0.014966129,-0.015105731,,,,,,,0.409994083,0.413974108,,0.124738606,0.582640286,0.823660831,,
366,2.619561199,-292.7000732,292.7000732,,,0.448635593,0.423014836,,,,0.001365345,0.0012883,-0.009006293,-0.008572907,,,,,,,0.224391892,0.211437554,,0.399267484,0.308314054,0.435729365,,
367,3.203895461,-459.6242981,459.6242981,,,0.819717401,0.828221791,,,,0.00249749,0.002525483,-0.014966129,-0.015105731,,,,,,,0.409994083,0.413974108,,0.124738606,0.582640286,0.823660831,,
368,2.799787452,-351.0363159,351.0363159,,,0.563088378,0.564625506,,,,0.00171426,0.001720321,-0.010917733,-0.010950262,,,,,,,0.281637187,0.282219501,,0.308633737,0.398707093,0.563670407,,
369,3.203895461,-459.6242981,459.6242981,,,0.819717401,0.828221791,,,,0.00249749,0.002525483,-0.014966129,-0.015105731,,,,,,,0.409994083,0.413974108,,0.124738606,0.582640286,0.823660831,,
370,2.604183951,-290.2683716,290.2683716,,,0.438870263,0.417111904,,,,0.001335587,0.0012703,-0.008839426,-0.008470999,,,,,,,0.219507614,0.208487062,,0.40477743,0.302738243,0.427889098,,
371,3.127009452,-437.2668152,437.2668152,,,0.770890897,0.773949216,,,,0.002348377,0.0023596,-0.014217147,-0.014273843,,,,,,,0.385572767,0.386846784,,0.161159765,0.546183838,0.772161982,,
372,2.491812075,-245.756134,245.756134,,,0.367508438,0.309058874,,,,0.001118173,0.000940919,-0.007599168,-0.006556936,,,,,,,0.183814916,0.154478393,,0.468590242,0.240107255,0.338800767,,
373,3.234649956,-468.5371094,468.5371094,,,0.839248061,0.849857555,,,,0.002557147,0.002591628,-0.015263261,-0.015434359,,,,,,,0.419762639,0.424788417,,0.110209882,0.597198345,0.844206106,,
374,3.173140966,-450.7755432,450.7755432,,,0.800186741,0.806741523,,,,0.002437839,0.002459823,-0.014667608,-0.014777793,,,,,,,0.400225528,0.403237522,,0.13922247,0.568138156,0.803180351,,
375,2.511920695,-276.789093,276.789093,,,0.380278429,0.384391084,,,,0.001157071,0.001170533,-0.007823958,-0.007901446,,,,,,,0.190202021,0.192132057,,0.436991462,0.270354456,0.382209679,,
377,3.173140966,-450.7755432,450.7755432,,,0.800186741,0.806741523,,,,0.002437839,0.002459823,-0.014667608,-0.014777793,,,,,,,0.400225528,0.403237522,,0.13922247,0.568138156,0.803180351,,
378,3.173140966,-450.7755432,450.7755432,,,0.800186741,0.806741523,,,,0.002437839,0.002459823,-0.014667608,-0.014777793,,,,,,,0.400225528,0.403237522,,0.13922247,0.568138156,0.803180351,,
379,3.471222343,-525.949585,525.949585,,,0.989483491,0.989225789,,,,0.003016288,0.003017912,-0.017505715,-0.017513516,,,,,,,0.494905166,0.494449516,,0.00776763,0.699579472,0.989018645,,
380,3.203895461,-459.6242981,459.6242981,,,0.819717401,0.828221791,,,,0.00249749,0.002525483,-0.014966129,-0.015105731,,,,,,,0.409994083,0.413974108,,0.124738606,0.582640286,0.823660831,,
381,3.017003165,-411.4615173,411.4615173,,,0.701031341,0.711307103,,,,0.002135108,0.002168204,-0.01312929,-0.013299452,,,,,,,0.350631451,0.355536073,,0.208033414,0.499347882,0.705910497,,
382,3.203895461,-459.6242981,459.6242981,,,0.819717401,0.828221791,,,,0.00249749,0.002525483,-0.014966129,-0.015105731,,,,,,,0.409994083,0.413974108,,0.124738606,0.582640286,0.823660831,,
383,2.588806704,-287.8774414,287.8774414,,,0.429104933,0.411307943,,,,0.00130583,0.001252602,-0.008671905,-0.008370554,,,,,,,0.214623337,0.205586041,,0.410257221,0.297201603,0.420097386,,
384,2.511920695,-276.789093,276.789093,,,0.380278429,0.384391084,,,,0.001157071,0.001170533,-0.007823958,-0.007901446,,,,,,,0.190202021,0.192132057,,0.436991462,0.270354456,0.382209679,,
385,2.72601875,-327.1616516,327.1616516,,,0.516241521,0.506669987,,,,0.001571416,0.001543467,-0.010144711,-0.00999198,,,,,,,0.258206022,0.253251313,,0.345703153,0.361671912,0.511287335,,
386,2.588806704,-287.8774414,287.8774414,,,0.429104933,0.411307943,,,,0.00130583,0.001252602,-0.008671905,-0.008370554,,,,,,,0.214623337,0.205586041,,0.410257221,0.297201603,0.420097386,,
387,3.234649956,-468.5371094,468.5371094,,,0.839248061,0.849857555,,,,0.002557147,0.002591628,-0.015263261,-0.015434359,,,,,,,0.419762639,0.424788417,,0.110209882,0.597198345,0.844206106,,
388,2.573429456,-285.5253601,285.5253601,,,0.419339603,0.405598289,,,,0.001276074,0.001235192,-0.008503717,-0.008271502,,,,,,,0.209739059,0.202732157,,0.415708683,0.291703267,0.412352756,,
389,3.355301801,-491.9049683,491.9049683,,,0.915868084,0.906582808,,,,0.002791256,0.002765089,-0.016416113,-0.016288261,,,,,,,0.458085305,0.453141675,,0.063102472,0.644344252,0.91080251,,
390,3.45466223,-518.375,518.375,,,0.978966982,0.970838557,,,,0.002984134,0.00296165,-0.017351086,-0.017242753,,,,,,,0.489645175,0.485258937,,0.018244601,0.689368278,0.974216692,,
391,3.173140966,-450.7755432,450.7755432,,,0.800186741,0.806741523,,,,0.002437839,0.002459823,-0.014667608,-0.014777793,,,,,,,0.400225528,0.403237522,,0.13922247,0.568138156,0.803180351,,
392,3.173140966,-450.7755432,450.7755432,,,0.800186741,0.806741523,,,,0.002437839,0.002459823,-0.014667608,-0.014777793,,,,,,,0.400225528,0.403237522,,0.13922247,0.568138156,0.803180351,,
393,2.659778545,-316.181488,316.181488,,,0.474175642,0.480015745,,,,0.001443184,0.001462152,-0.009439729,-0.009544701,,,,,,,0.237166135,0.239928594,,0.369988588,0.337362566,0.476937889,,
394,3.203895461,-459.6242981,459.6242981,,,0.819717401,0.828221791,,,,0.00249749,0.002525483,-0.014966129,-0.015105731,,,,,,,0.409994083,0.413974108,,0.124738606,0.582640286,0.823660831,,
395,3.203895461,-459.6242981,459.6242981,,,0.819717401,0.828221791,,,,0.00249749,0.002525483,-0.014966129,-0.015105731,,,,,,,0.409994083,0.413974108,,0.124738606,0.582640286,0.823660831,,
396,3.002808783,-404.2714539,404.2714539,,,0.692017191,0.693853292,,,,0.002107596,0.002114889,-0.012987446,-0.013025079,,,,,,,0.346122887,0.346812051,,0.217361902,0.489979229,0.692705694,,
397,2.511920695,-276.789093,276.789093,,,0.380278429,0.384391084,,,,0.001157071,0.001170533,-0.007823958,-0.007901446,,,,,,,0.190202021,0.192132057,,0.436991462,0.270354456,0.382209679,,
398,3.127009452,-437.2668152,437.2668152,,,0.770890897,0.773949216,,,,0.002348377,0.0023596,-0.014217147,-0.014273843,,,,,,,0.385572767,0.386846784,,0.161159765,0.546183838,0.772161982,,
399,3.219272708,-464.021637,464.021637,,,0.829482731,0.838896289,,,,0.002527317,0.002558116,-0.015114867,-0.015268075,,,,,,,0.414878361,0.419309594,,0.117522168,0.589868275,0.833865203,,
400,3.355301801,-491.9049683,491.9049683,,,0.915868084,0.906582808,,,,0.002791256,0.002765089,-0.016416113,-0.016288261,,,,,,,0.458085305,0.453141675,,0.063102472,0.644344252,0.91080251,,
401,2.573429456,-285.5253601,285.5253601,,,0.419339603,0.405598289,,,,0.001276074,0.001235192,-0.008503717,-0.008271502,,,,,,,0.209739059,0.202732157,,0.415708683,0.291703267,0.412352756,,
402,2.946031253,-388.4307251,388.4307251,,,0.655960588,0.655400075,,,,0.001997564,0.001997448,-0.01241651,-0.012415908,,,,,,,0.328088631,0.327591793,,0.243704529,0.4636362,0.655463741,,
403,2.511920695,-276.789093,276.789093,,,0.380278429,0.384391084,,,,0.001157071,0.001170533,-0.007823958,-0.007901446,,,,,,,0.190202021,0.192132057,,0.436991462,0.270354456,0.382209679,,
404,3.127009452,-437.2668152,437.2668152,,,0.770890897,0.773949216,,,,0.002348377,0.0023596,-0.014217147,-0.014273843,,,,,,,0.385572767,0.386846784,,0.161159765,0.546183838,0.772161982,,
405,2.634938447,-295.1734924,295.1734924,,,0.458400923,0.429019037,,,,0.001395106,0.00130661,-0.009172521,-0.008676309,,,,,,,0.22927617,0.214438663,,0.393726394,0.313929129,0.443618566,,
406,3.234649956,-468.5371094,468.5371094,,,0.839248061,0.849857555,,,,0.002557147,0.002591628,-0.015263261,-0.015434359,,,,,,,0.419762639,0.424788417,,0.110209882,0.597198345,0.844206106,,
407,2.54267519,-281.1047058,281.1047058,,,0.399809089,0.394867193,,,,0.001216569,0.001202473,-0.008165274,-0.008084678,,,,,,,0.199970576,0.197368381,,0.426383249,0.280967089,0.397210652,,
