,object1,object2
0,2.863023905748112,-234.7061309814453
1,3.7563174010945857,-567.6787719726562
2,3.1778031593775156,-317.35736083984375
3,3.0267399825032637,-261.76947021484375
4,3.191233871816242,-353.45452880859375
5,2.917595931333163,-237.48263549804688
6,3.3506172377069,-377.92376708984375
7,3.030031004049826,-311.8743591308594
8,3.0374617487086297,-314.3585510253906
9,3.0267399825032637,-261.76947021484375
10,3.2786775793080327,-359.15081787109375
11,2.863023905748112,-234.7061309814453
12,3.3269599337641003,-369.008544921875
13,2.8511952537767127,-218.27792358398438
14,3.5239402635137735,-490.36029052734375
15,2.863023905748112,-234.7061309814453
16,3.2717171052022573,-358.6186218261719
17,3.7563174010945857,-567.6787719726562
18,3.4611527355924014,-399.978515625
