,object1,object2,1
323,2.588806704,-287.8774414,287.8774414
324,2.659778545,-316.181488,316.181488
325,3.219272708,-464.021637,464.021637
326,3.265404222,-477.5820618,477.5820618
327,2.588806704,-287.8774414,287.8774414
328,2.511920695,-276.789093,276.789093
329,3.265404222,-477.5820618,477.5820618
330,2.604183951,-290.2683716,290.2683716
331,3.265404222,-477.5820618,477.5820618
332,3.203895461,-459.6242981,459.6242981
333,2.588806704,-287.8774414,287.8774414
334,3.203895461,-459.6242981,459.6242981
335,2.9886144,-403.3055725,403.3055725
336,3.355301801,-491.9049683,491.9049683
337,3.127009452,-437.2668152,437.2668152
338,3.234649956,-468.5371094,468.5371094
339,3.002808783,-404.2714539,404.2714539
340,3.203895461,-459.6242981,459.6242981
341,3.084857347,-434.9308167,434.9308167
342,2.634938447,-295.1734924,295.1734924
343,3.173140966,-450.7755432,450.7755432
344,2.504536119,-259.7894287,259.7894287
345,3.127009452,-437.2668152,437.2668152
346,2.604183951,-290.2683716,290.2683716
347,2.619561199,-292.7000732,292.7000732
348,3.127009452,-437.2668152,437.2668152
349,3.219272708,-464.021637,464.021637
350,2.511920695,-276.789093,276.789093
351,3.203895461,-459.6242981,459.6242981
352,3.265404222,-477.5820618,477.5820618
353,2.634938447,-295.1734924,295.1734924
354,3.127009452,-437.2668152,437.2668152
355,2.634938447,-295.1734924,295.1734924
356,3.219272708,-464.021637,464.021637
357,3.002808783,-404.2714539,404.2714539
358,2.331373803,-215.2887115,215.2887115
359,3.127009452,-437.2668152,437.2668152
360,3.45466223,-518.375,518.375
361,2.511920695,-276.789093,276.789093
362,3.173140966,-450.7755432,450.7755432
363,2.877856361,-372.4813843,372.4813843
364,3.203895461,-459.6242981,459.6242981
365,2.619561199,-292.7000732,292.7000732
366,3.203895461,-459.6242981,459.6242981
367,2.799787452,-351.0363159,351.0363159
368,3.203895461,-459.6242981,459.6242981
369,2.604183951,-290.2683716,290.2683716
370,3.127009452,-437.2668152,437.2668152
371,2.491812075,-245.756134,245.756134
372,3.234649956,-468.5371094,468.5371094
373,3.173140966,-450.7755432,450.7755432
374,2.511920695,-276.789093,276.789093
375,3.173140966,-450.7755432,450.7755432
376,3.173140966,-450.7755432,450.7755432
377,3.471222343,-525.949585,525.949585
378,3.203895461,-459.6242981,459.6242981
379,3.017003165,-411.4615173,411.4615173
380,3.203895461,-459.6242981,459.6242981
381,2.588806704,-287.8774414,287.8774414
382,2.511920695,-276.789093,276.789093
383,2.72601875,-327.1616516,327.1616516
384,2.588806704,-287.8774414,287.8774414
385,3.234649956,-468.5371094,468.5371094
386,2.573429456,-285.5253601,285.5253601
387,3.355301801,-491.9049683,491.9049683
388,3.45466223,-518.375,518.375
389,3.173140966,-450.7755432,450.7755432
390,3.173140966,-450.7755432,450.7755432
391,2.659778545,-316.181488,316.181488
392,3.203895461,-459.6242981,459.6242981
393,3.203895461,-459.6242981,459.6242981
394,3.002808783,-404.2714539,404.2714539
395,2.511920695,-276.789093,276.789093
396,3.127009452,-437.2668152,437.2668152
397,3.219272708,-464.021637,464.021637
398,3.355301801,-491.9049683,491.9049683
399,2.573429456,-285.5253601,285.5253601
400,2.946031253,-388.4307251,388.4307251
401,2.511920695,-276.789093,276.789093
402,3.127009452,-437.2668152,437.2668152
403,2.634938447,-295.1734924,295.1734924
404,3.234649956,-468.5371094,468.5371094
405,2.54267519,-281.1047058,281.1047058
406,3.219272708,-464.021637,464.021637
407,3.173140966,-450.7755432,450.7755432
408,2.799787452,-351.0363159,351.0363159
409,3.173140966,-450.7755432,450.7755432
410,3.421542252,-509.8599854,509.8599854
411,3.355301801,-491.9049683,491.9049683
412,3.438102364,-514.0779419,514.0779419
413,3.203895461,-459.6242981,459.6242981
414,3.173140966,-450.7755432,450.7755432
415,3.438102364,-514.0779419,514.0779419
416,3.487782456,-530.3880005,530.3880005
417,3.203895461,-459.6242981,459.6242981
418,2.216204995,-188.1153259,188.1153259
419,2.604183951,-290.2683716,290.2683716
420,3.138086317,-437.8034058,437.8034058
421,3.127009452,-437.2668152,437.2668152
422,3.173140966,-450.7755432,450.7755432
423,3.203895461,-459.6242981,459.6242981
424,3.173140966,-450.7755432,450.7755432
425,2.634938447,-295.1734924,295.1734924
426,2.54267519,-281.1047058,281.1047058
427,2.619561199,-292.7000732,292.7000732
428,2.604183951,-290.2683716,290.2683716
429,3.203895461,-459.6242981,459.6242981
430,2.511920695,-276.789093,276.789093
431,3.203895461,-459.6242981,459.6242981
432,3.265404222,-477.5820618,477.5820618
433,3.265404222,-477.5820618,477.5820618
434,2.799787452,-351.0363159,351.0363159
435,2.511920695,-276.789093,276.789093
436,3.219272708,-464.021637,464.021637
437,2.511920695,-276.789093,276.789093
438,3.388422026,-501.0858154,501.0858154
439,3.173140966,-450.7755432,450.7755432
440,2.573429456,-285.5253601,285.5253601
441,2.588806704,-287.8774414,287.8774414
442,3.02808003,-417.5737915,417.5737915
443,3.219272708,-464.021637,464.021637
444,2.634938447,-295.1734924,295.1734924
445,3.265404222,-477.5820618,477.5820618
446,2.9713025,-400.5475464,400.5475464
447,3.219272708,-464.021637,464.021637
448,2.54267519,-281.1047058,281.1047058
449,2.877856361,-372.4813843,372.4813843
450,2.511920695,-276.789093,276.789093
451,3.265404222,-477.5820618,477.5820618
452,3.127009452,-437.2668152,437.2668152
453,3.127009452,-437.2668152,437.2668152
454,2.619561199,-292.7000732,292.7000732
455,2.511920695,-276.789093,276.789093
456,3.265404222,-477.5820618,477.5820618
457,3.127009452,-437.2668152,437.2668152
458,2.511920695,-276.789093,276.789093
459,3.355301801,-491.9049683,491.9049683
460,3.219272708,-464.021637,464.021637
461,3.127009452,-437.2668152,437.2668152
462,3.355301801,-491.9049683,491.9049683
463,2.511920695,-276.789093,276.789093
464,3.265404222,-477.5820618,477.5820618
465,3.355301801,-491.9049683,491.9049683
466,3.355301801,-491.9049683,491.9049683
467,3.219272708,-464.021637,464.021637
468,3.127009452,-437.2668152,437.2668152
469,2.511920695,-276.789093,276.789093
470,2.511920695,-276.789093,276.789093
471,2.511920695,-276.789093,276.789093
472,3.142386471,-441.8133545,441.8133545
473,2.511920695,-276.789093,276.789093
474,3.203895461,-459.6242981,459.6242981
475,3.45466223,-518.375,518.375
476,3.173140966,-450.7755432,450.7755432
477,3.487782456,-530.3880005,530.3880005
478,2.604183951,-290.2683716,290.2683716
479,2.364062845,-229.5401917,229.5401917
480,3.355301801,-491.9049683,491.9049683
481,3.002808783,-404.2714539,404.2714539
482,3.002808783,-404.2714539,404.2714539
483,3.002808783,-404.2714539,404.2714539
484,3.438102364,-514.0779419,514.0779419
485,2.692898771,-322.7034302,322.7034302
486,3.234649956,-468.5371094,468.5371094
487,2.511920695,-276.789093,276.789093
488,3.203895461,-459.6242981,459.6242981
489,3.127009452,-437.2668152,437.2668152
490,3.265404222,-477.5820618,477.5820618
491,2.588806704,-287.8774414,287.8774414
492,2.511920695,-276.789093,276.789093
493,3.219272708,-464.021637,464.021637
494,3.203895461,-459.6242981,459.6242981
495,3.203895461,-459.6242981,459.6242981
496,3.203895461,-459.6242981,459.6242981
497,2.511920695,-276.789093,276.789093
498,3.173140966,-450.7755432,450.7755432
499,3.371861913,-496.3991394,496.3991394
