255,381.8399963,381.8736877,0.001135111,,,8.82344E-05,,
783,148.9700012,148.9568481,0.000173003,,,8.82935E-05,,
231,286.9899902,286.9409485,0.002405093,,,0.000170883,,
39,487.8200073,487.9279785,0.011657778,,,0.000221334,,
937,248.6399994,248.5740509,0.004349203,,,0.000265237,,
674,190.0599976,189.9975128,0.003904343,,,0.000328763,,
898,268.8599854,268.7587585,0.010246866,,,0.000376504,,
486,535.3900146,535.1525879,0.056371465,,,0.000443465,,
694,165.4100037,165.3350983,0.005610818,,,0.000452847,,
116,129.9900055,129.926712,0.004006062,,,0.00048691,,
726,497.8900146,497.6062012,0.080550089,,,0.000570032,,
1101,376.0299988,375.8129883,0.047093556,,,0.00057711,,
742,416.5100098,416.7775269,0.071565393,,,0.000642282,,
102,137.3000031,137.2043304,0.009153248,,,0.000696814,,
1124,621,620.5423584,0.209435835,,,0.000736943,,
164,631.4899902,631.9613647,0.22219393,,,0.000746448,,
462,378.2999878,378.6275024,0.107265845,,,0.000865754,,
514,402.8699951,402.4559326,0.171447754,,,0.001027782,,
446,544.6099854,545.1906738,0.337199107,,,0.001066246,,
286,344.4899902,344.1150208,0.140602113,,,0.001088477,,
460,210.1399994,209.9049377,0.055253977,,,0.001118595,,
98,263.8399963,264.1719971,0.110224486,,,0.001258341,,
401,327.1700134,326.7226868,0.200101141,,,0.001367261,,
800,211.4499969,211.1504669,0.089718238,,,0.001416553,,
975,239.1000061,239.4421844,0.11708602,,,0.00143111,,
607,441.1799927,441.895752,0.512311343,,,0.001622375,,
569,492.0400085,492.8441772,0.6466873,,,0.001634356,,
1080,420.269989,419.5629883,0.499850036,,,0.001682254,,
562,284.25,284.7467041,0.246714965,,,0.00174742,,
833,357.6400146,358.2728577,0.400490285,,,0.001769497,,
1098,125.6999969,125.4769821,0.049735615,,,0.001774183,,
1058,416.8099976,416.0308838,0.607018266,,,0.00186923,,
356,377.1600037,377.9140625,0.568604731,,,0.001999308,,
415,252.3300018,251.8141022,0.266152457,,,0.002044543,,
871,271.8699951,272.4299011,0.313494735,,,0.002059462,,
584,324.8800049,324.1882324,0.478549138,,,0.002129317,,
451,441.1099854,442.0670166,0.915908813,,,0.002169598,,
1072,217.9600067,218.4506836,0.2407638,,,0.002251224,,
888,409.1700134,410.1055298,0.875190855,,,0.002286376,,
1002,458.3099976,457.1864624,1.262331247,,,0.002451474,,
998,178.0899963,177.6374969,0.204755698,,,0.002540847,,
491,409.0899963,410.1901245,1.210281999,,,0.002689208,,
838,210.5899963,211.1608582,0.325883213,,,0.002710774,,
1083,202.5500031,201.9853363,0.318848536,,,0.002787789,,
430,256.8900146,256.1626282,0.529091083,,,0.002831509,,
